飞哥精选,#genre#
熊猫频道5,http://8.138.90.107/公众号【睡眼迷离的猫】/migu.php?id=xm5
熊猫频道6,http://8.138.90.107/公众号【睡眼迷离的猫】/migu.php?id=xm6
熊猫频道7,http://8.138.90.107/公众号【睡眼迷离的猫】/migu.php?id=xm7
熊猫频道8,http://8.138.90.107/公众号【睡眼迷离的猫】/migu.php?id=xm8
熊猫频道9,http://8.138.90.107/公众号【睡眼迷离的猫】/migu.php?id=xm9
熊猫频道10,http://8.138.90.107/公众号【睡眼迷离的猫】/migu.php?id=xm10

东方卫视,http://dd.ddzb.fun:80/php/migu.php?id=dfws
吉林卫视,http://dd.ddzb.fun:80/php/migu.php?id=jlws
青海卫视,http://dd.ddzb.fun:80/php/migu.php?id=qhws
陕西卫视,http://dd.ddzb.fun:80/php/migu.php?id=sxws
湖北卫视,http://dd.ddzb.fun:80/php/migu.php?id=hubws
江西卫视,http://dd.ddzb.fun:80/php/migu.php?id=jxws
江苏卫视,http://dd.ddzb.fun:80/php/migu.php?id=jsws
广东卫视,http://dd.ddzb.fun:80/php/migu.php?id=gdws
湾区卫视,http://dd.ddzb.fun:80/php/migu.php?id=dwqws
海南卫视,http://dd.ddzb.fun:80/php/migu.php?id=hinws
四海钓鱼,http://dd.ddzb.fun:80/php/migu.php?id=shdy
江苏教育,http://dd.ddzb.fun:80/php/migu.php?id=jsjy
山东教育,http://dd.ddzb.fun:80/php/migu.php?id=sdjy
游戏风云,http://dd.ddzb.fun:80/php/migu.php?id=yxfy
之江纪录,http://dd.ddzb.fun:80/php/migu.php?id=zjjl
杭州综合,http://dd.ddzb.fun:80/php/migu.php?id=hzzh
杭州明珠,http://dd.ddzb.fun:80/php/migu.php?id=hzmz
杭州生活,http://dd.ddzb.fun:80/php/migu.php?id=hzsh
杭州影视,http://dd.ddzb.fun:80/php/migu.php?id=hzys
杭州少体,http://dd.ddzb.fun:80/php/migu.php?id=hzse
嵊泗综合,http://dd.ddzb.fun:80/php/migu.php?id=ssxwzh
普陀电视,http://dd.ddzb.fun:80/php/migu.php?id=ptxwzh
高清大片,http://dd.ddzb.fun:80/php/migu.php?id=gqdp
经典电影,http://dd.ddzb.fun:80/php/migu.php?id=jdxgdy
军事大片,http://dd.ddzb.fun:80/php/migu.php?id=jsdp
热剧联播,http://dd.ddzb.fun:80/php/migu.php?id=rjlb
赛事经典,http://dd.ddzb.fun:80/php/migu.php?id=sszjd
体坛名汇,http://dd.ddzb.fun:80/php/migu.php?id=ttmlh
新片映厅,http://dd.ddzb.fun:80/php/migu.php?id=xpfyt
Y+剧场台,http://dd.ddzb.fun:80/php/migu.php?id=yjjc
熊猫频道,http://dd.ddzb.fun:80/php/migu.php?id=xmhd
熊猫频道1,http://dd.ddzb.fun:80/php/migu.php?id=xm1
熊猫频道2,http://dd.ddzb.fun:80/php/migu.php?id=xm2
熊猫频道3,http://dd.ddzb.fun:80/php/migu.php?id=xm3
熊猫频道4,http://dd.ddzb.fun:80/php/migu.php?id=xm4
熊猫频道5,http://dd.ddzb.fun:80/php/migu.php?id=xm5
熊猫频道6,http://dd.ddzb.fun:80/php/migu.php?id=xm6
熊猫频道7,http://dd.ddzb.fun:80/php/migu.php?id=xm7
熊猫频道8,http://dd.ddzb.fun:80/php/migu.php?id=xm8
熊猫频道9,http://dd.ddzb.fun:80/php/migu.php?id=xm9
熊猫频道10,http://dd.ddzb.fun:80/php/migu.php?id=xm10



东方卫视,https://api.livednow.org/migu/651632648?sign=gAAAAABnJcJqfu_kycy2Gb7eSdGQsamAhYXBlu-AYscNkoPGIfbg7gL756Lncv79Ps4ODzMedp1aFAj7uzaOHkAyBq06sQxNlk9g1nD1262R71fcdc7jvGxJemrvJ0Oak_Z16R_xYQdxRXo1hlbrCfTZO_RJIH10M7lQqOJHy6t68nakZVZ6sWXP2FPgP2hXaVKd9wu8yeDjxau2iqKexh5WBPlQ6hhAFA%3D%3D
江苏卫视,https://api.livednow.org/migu/623899368?sign=gAAAAABnJcJqRqI051KXILLz-XtpXbmEXLRGs-Yttth90tUl-tH72dTMSRz5XSe39WHDnCr1uKjzpLzf-XqtGUIa-paJf3cDV1e-mJlqBCGc_ax_4pRulP6_2Jlc_SuTukDjaZs39go_UqkCqJgB8UAhhLbgibqSnuQrBTo4CkvfDCxfpsC0EXRHon4Pev7oJWFEMzDPrhcce4fsv356rgkUiSMuuBAzAw%3D%3D
广东卫视,https://api.livednow.org/migu/608831231?sign=gAAAAABnJcJqYcJMord5t6sSAZC5m7v96UZ6Ea3WOtse7W_BquKqMmYGSh_UXVG5Wouvctg5Og0WjnXvLEz7Z7KmtqPExzi5EiaSHMY7LuMA8mog-i8BrvjD9r9fikY5LnFg4lU6jvjeDgyzEeziiUxW45I16rki3ib8vwaDTBVvTFX7H3RhkaWBYQbzclSmWhz4TBsBy3jnQxnxhV1KkAQOyQLL2GYhkw%3D%3D
江西卫视,https://api.livednow.org/migu/783847495?sign=gAAAAABnJcJqSxNO7cIGHJVGiP23aVwddpa5-Uj611uPtb-B59dmlhqB3KvALkxWK9erVikPtvf_CCUy-Au9GrH8x09UkoWAVcBYsPpl04DfI8C5xmP2Ngry7LvN4nkLgM8jrTQCdSw9JqYxvBS4kcEsKcXaalufeTRy0B0gmPvBMYA0qBe5eBDbavp1kUzTq7bdpM9UGmek_DpYICCnOXAceQXch1tdhw%3D%3D
陕西卫视,https://api.livednow.org/migu/738910838?sign=gAAAAABnJcJqOtVCdd8WAn4DUT3VSbQHyfe5YFbUoqjsj_bS5O0aue2z6CSXEwpR856Z7BWlzxU-e48aeBfTOpdvGCnMnnjR8JmShiQd8oXFM-hTre-JgsjlvAzznm1jDoaQZsP8S-DAbqZK_jtrsaKSodpssxZZqCQjAazFU9B7A5GIEqWa9YF3LDLXONSmsFB7J7d9UM0FZx-CpzgBS2AhX8uO40kd0A%3D%3D
湖北卫视,https://api.livednow.org/migu/738906825?sign=gAAAAABnJcJqKQRd7CS3pk7T0oe-jdNPxgJMyiZoPVRnbmv_IbK9koQZf32EgjFFCiEXqL4IXCnWyIaEuCmqxVNsBOQTIfaHM11IVchAHo4fZfQDVy5O7WNEHwMhK7DKJ5KlnIetRjJM7Emho9soMEYdRhTfzufHG-iUjz7CegJ_e5AKCaTCCYDJttiaZciJOCbCaWjAIMfx_PmomLPvKyNinANdp0vlxg%3D%3D
上海新闻综合,https://api.livednow.org/migu/651632657?sign=gAAAAABnJcJq37wV8HVm7KEZFWnnYZkQUEODG5vdm7IDdbftN_lPqTa7UFvcOUMZAUZMxbj_pqfV9Wqs0QesizLAlM5lm6KE09NV_R1NlWLz64dtw4a2E898ZITJ3Bnpm0doweq_jYVBvHMglvBll2wlTcIgVVXehIUfj6dExG0H9KXwswEkrhKwV6QfZIzWFshncUJwYzjm4RhTuJ_sEEQULUSUOMdQCA%3D%3D
上海东方影视,https://api.livednow.org/migu/617290047?sign=gAAAAABnJcJqlqz4SRGRy-0QLRhBFIdFTXdLLQdH0p6tckXUs74yY2CWxgWUdtsZFJHkOPYpxwIEAL7XaTYJokRVqggqXVRxCVWF-FobjAc3orPpiX_8bTppoNcktk7k_bGxMeaCONBImD4MYTNG4KGQZDGclrgJei3K95f8s3Q-131kpxK8kMxVGXl-2TTG84EzL6YA-QqrZ8yRDPueQF7N-1mpfhBnKA%3D%3D
上海纪实人文,https://api.livednow.org/migu/617289997?sign=gAAAAABnJcJqQwPbtkXR0EduHeJNS7Praw2jALICwPtVhDMC5xK6muuZOoLpbovoW69EFsrxTaExrNVMZEA25x60dF_L6kpoaXSELwdqPRTixZpcui0WHswAmzQUEguKVCZk-XWMw5i1ww20u6b5k1Pm9zyLDGhpXXirdhr0O1I3kJPtPXOMY5vr-lqdvwC4ITbkgujskT2hCslBoUn7RC8ToxLRf90Yyw%3D%3D
SiTV 七彩戏剧,https://api.livednow.org/migu/796071456?sign=gAAAAABnJcJqiyQ0-6AUgL9KrWPfEDD5Ego7qhH3Y9qjflwxIfPoLr_ZFas4hK80-_B_SFK6U54vhgW9b_hGzTvoVU9Zje9nvD4KHl-Qj8xBKZ1Xv48av4hc6AIPmj87OCQdXrnUcnPTmzigGzAsj_O6NvY1kiI3Nv7rPd_WMcr3pKsRCqyEpDzzaLtBzi0lEv3k51tiL0Y9OCD1Du7ngmuSDOmKetuXOA%3D%3D
SiTV 劲爆体育,https://api.livednow.org/migu/796071336?sign=gAAAAABnJcJqM_HTVabRYY0y1XrkVaxRyUQD0kZEz3VQ3y_m5G88-puxPaYTeeM95vvfLbpAONBNY5IydUY2MsWrBWs4jK885O8HDIs7shB502xQx6f0vQ8TuKxrMXORgONQBsb4X87_7NQJpQ3S8NHmEhlYT7rsDO3yy0U0DjGwpbMiH9AXzspYRIojn1sZlwKdzaQKzsQky9fj4FcWw0muMwKADmu-sQ%3D%3D
SiTV 魅力足球,https://api.livednow.org/migu/796070308?sign=gAAAAABnJcJqlrFGXuOxwe1Md-XR1vW2Qfvt8UbVbRmGMRw2HCaBotmmxy63qf2FHgoB1vxFJ480IN7nk3fPKKsC14EcSpsIiKAI0k4bTRVRSIM6N0J2Mhr-yHORPlMoC183bY-eRCUBjbWAH5mmWt4aOY1TAiXl6k8v5XlseEvPqOFOHsJbk-s_IR3yRznUz22lTF60_HV6D2H40sColfcl-Ows1xbbBw%3D%3D
SiTV 法治天地,https://api.livednow.org/migu/790188943?sign=gAAAAABnJcJqJEX_fKL5nS2bHxb3IjyPGVwXvv-VP-6emcjhMuzmhljtP1wDnc8P74PwO69Ohnm1U4AAb3iWvl77tlDJWaSon1GJ9NNXF9OLdItXVUAMa_LSIuqtBK-DuRMQ4MyUT4u26BxLqUjb1JAKWqh4cSf5vehSPi_ognGsboNndvANT2aEhQEE5xPvYqVgScROeT18yJ_AUMCnNoO_FXehLkXFCw%3D%3D
SiTV 乐游,https://api.livednow.org/migu/796070452?sign=gAAAAABnJcJq8uiIVIP_3bOztrcmJP_15Q1F1bNsjBZzZpOw-EcSXo9kIDmCScBvGMJ8icn_7rkCq3_yaboYbHC5_Vf1cPPIWYeLPIt6NeHmvsYHIu-4otNPovN8ay2dNdXEUqCpx5pzyC3yNCeQb60KQS-23XUsp6CAQ2hR9M4QZ8qo6lT8ehDiGaxyFlx25bG9xGVr0J8Zji_x5k368hqEyUQTHo_8Fw%3D%3D
SiTV 游戏风云,https://api.livednow.org/migu/790188417?sign=gAAAAABnJcJqAiV-M5WfFq0UgtudCTLeaNsXXRsUcWr-4R5GhpmvkeYQoFVT3vM_SWGM03SpA0C_qgznH13Q4tSjwHccnJoAHrf4gAwSAfzFvHCBIMLBt4IgTcVZJrbPYY52P4d1kqLrg9jlRoSS60ldvUqAaqwn1agGD799Pos54zlNmsvXcNa2zZlgyQ-QNu7euxIGdmXkx9tNXdv4bCiasEdHi4gGIw%3D%3D
四海钓鱼,https://api.livednow.org/migu/895358641?sign=gAAAAABnJcJq7NZntg3iYconeMQ3mo6Ztn4xsXYNnm5eTqhb3YA4u6WNy5ftjGLhJkGDPTb7JwpPZMbdWYrYxdYXQFZ7mSpReg-VXGuIA3CELLLGnkkdRec6cKXr1cu70bE-YPclPf2qSbNU32auckK86fI56KI0_SH01-gSCK-cqAgTraQDYEVFUutpeRJlg53KqUem6Xou0KcAgppUGPykzhoGfiAtRQ%3D%3D
CHC 家庭影院,https://api.livednow.org/migu/644368373?sign=gAAAAABnJcJqmc1MsiQush_pxUKZ5OeC8HhfO-CPbiBOF88hW8nkCObTvAyhv11H14Bhk-bFCpsouIhtO3PlCY2ah4IhSGfy05LSMd_KFlBY9L5xbZB7SlCEDLk24QPqmM8gtv7g4796StdogDq4Om3HxXvjrZNas54BY18WZzcB4-YE56gA6xbu36O2c2niJ0WeKWqCks68bT83swV6thf54iuQVybh2w%3D%3D
欢笑剧场,https://api.livednow.org/migu/790187880?sign=gAAAAABnJcJqeWrL_QFvsI85bXt15-J8e29-OvXFzILf7CrK_6VYKWLAIs3yj1CDwIZsFvGGtETmNphVnDaNoKqktfYv00VCe2V8ZN25r417izzkN59wfTbJ4NQiZwYg3v5r8d83qiWpum-rydGrwJSCQubg4Bd4puRfbEzoXzsDSvVBxjl4KALBnF7FoaoUCy16phoW-OvtFgGp0Y6afwBbwgdOWUKnOg%3D%3D
#BA 经典,https://api.livednow.org/migu/788815380?sign=gAAAAABnJcJqPyFHQA-Zp600iaXcO2wi3RPQZ5lTFk3FwFUJh4Io8D8IsrJKcctLLuV8h8RqMDSVH7EEcdFcUTRky7BZdCLArlQbcxzCgVW9tMg9ek6CeH-AdrQdumYbDfz9-YXoTJpbwIfPHgOFaMOmgX6qkGEFWb8Eojmwmv_hS3owxCkbbxEi7VeZKIVAGvm3ZQjblZ_K2L6l6yoYUun7gbW5nsMDKQ%3D%3D
五大联赛经典,https://api.livednow.org/migu/780288994?sign=gAAAAABnJcJqIAQQHsIu4xlmxouu0CGdYPf5NKj5drPyQQGtZFElFsTv2W3ps0xbAknkQgR-jhIoDmcF5vMqm0NTZoIfAFIlXeSYxhoDcUR7nXNr_l-JeaRmxAHjGepYBBCxkPWkpKlnoaDHd9r_JXUUYwQYGhPgnvDpssJJoFkmTs-IJWOOpo5sqLiyXrcMxYeQnWZpuyWENkyr38HaObqwjgK1RJ_iGQ%3D%3D
CBA 经典,https://api.livednow.org/migu/788813182?sign=gAAAAABnJcJqRYDLpkmsRGB2Sv6qbaUw5Cp3_VbZwMxFwIOGTy41s8kbanJXUWTCHJndS_C5aKQD0GvxIjZXMbR7yZhFUUpq7Cxlk3rHYwhcmFBNrwh9CVtw9VpLAYpzdp7LYyBO1yNcU9HIbt6T36e93U7Nauhs_YfoyTZEATK-wmxPlLaWAjF7U0YF26QK094dJvUAESdaaUaxRRweIast6EbZ_dWBCw%3D%3D
中国足球风云,https://api.livednow.org/migu/788816794?sign=gAAAAABnJcJqv4lv8Jl2J3xxsbtVmKy7yk-0C_Y_rxpApfeq2z9YorsVyt8vsdeRO_L6cV5e9XBKsDfyQmSVfsh_buJy2ycd_hdyxmPXKp5uM8UJHTmEZL4ROAiWaSQte9BM40VzF8yDrQNPub0YrDF5N1mTHtSnZqGDjweph9KVSVOF-XImZXyXA-Z7Ky0OcF_lqJq_Lc1clNDB6sKCQRa4bUgHCGmwOA%3D%3D
UFC 格斗精选,https://api.livednow.org/migu/788818804?sign=gAAAAABnJcJq5jFTcgS38Fbi7oDn2eOeZzuBFsSEndHEYW9QSGQRxr1rY9wAs5hJmSFj6E0QwA8pcWBou_pjOAMXmQSu7WOnm2tBdA8IMhhz_ZZz2dwAZwi85s0-jZxOsSuL6KhGVL-EOfsN7hdJGsXrpnHbwFA_nUgbPT5aerRC_x-VfR4HlUfiCBA6NZjpJU2xKGvXXGEnu6xXLboc543t__sUNv89Cw%3D%3D
掼蛋精英赛,https://api.livednow.org/migu/631354620?sign=gAAAAABnJcJqNIywGZ8ozE_htAbG3nkxbrbm55tG7vonMDA9GddAjTREzK-pe0a682YPC6HxNkY29gecqP0na8DPWuAI0sA7mRdBqJ-_wKUY5hd8SuISARxQ62qjgbD1sGsdLbFKNiXfy_Eec0ZrUStKTvgExcF4p5UDXpMr2F93xcTybbLobqENCZ3aCPejaUBIDjZUifLhpRuZZZ3o0zb-kQw-xSl8Dg%3D%3D
全民乒乓,https://api.livednow.org/migu/788818045?sign=gAAAAABnJcJqHa3wNcpu9JlqDcxZSnBlP4yBXJZawD_spKPBiRnPAzQ3K0lrKIx2HBGjCN7Dnes5XyLkyqDd7xId91O8aMvX05U25yXdC74DV2QiTNWpdZGlJEW451zorjacxDPzyCXuqIuABFjOCEf8l4PMET2xX0U28QsxRjCdA6cxXhO8IhhTOvCibU8zL6fhnBcIoUq8bEtsD40PIu9V6BkYoVRKGQ%3D%3D
24小时体育台,https://api.livednow.org/migu/654102378?sign=gAAAAABnJcJq_kclB-2uyJ9etLOAbkONr2RGVw9mhAsOWwDxupwhyTdm-IWEkJBMZdR3CeAqiWtfmnHy2hTw2vmsNXZ_I4Nf0MBjbu9M5XKi-Sjcdz9gPtJJQahnHg79b5jkC8Uh04_ADtDeYTcV-tKwhxluwNK11SKDy56-y8xKsk2_gIFaEIAGZhrzMVk_gl0Expecw7WrDOcvE3QoweeChP2-IFEaEQ%3D%3D
经典香港电影,https://api.livednow.org/migu/625703337?sign=gAAAAABnJcJqeZSl1tY8yKpMaPYxLBiZYY6UFLi5qXIc4HEV83u7bqr-kefr3aQ2W6Fj7slWy0JQjWMxntqvsfTbbYZKmu6QxaKnbruMw7_PT5p8YiWzdMPJrhwosHvxenhe94DSEUwzM8ixhRAFjPuhE4vyuSKCCYPFPSdma03VOaA6yUsCx6qMFH-8fli0ScbqOz1gtK-b76pPSHsRgu8KzeVSBgBSMQ%3D%3D
军事迷必看大片,https://api.livednow.org/migu/617432318?sign=gAAAAABnJcJqZtaxawC7PMW6HmzSXTDi9wFU6N0ZtJDx7d-0HvL3ZNARP6A0nmwzdAmIkOLyYFxnptA1dfTYG2hp1bM3x9Pq5SRdcTYYVIyrAJ9GzXD7qTvq0NFxAcu-vpaOsRBYDbaA1xiI7iBiMYKxXSTee5hmHfBo3JCySQSlHTbFFmuoGNUMNcdNmDXJuvP150hwC2zukC8EVMZiNIYmMJPi2xKlnQ%3D%3D
新片放映厅,https://api.livednow.org/migu/619495952?sign=gAAAAABnJcJqrIJgrcoIeFRkKbrfdSiF8jXAy1t1Wa359mOTG18s3DkIUs12M5uMK3jiTG0IHQ3hzG5f-7mK3WtvR55XvoAIqQXO_aujy6A-Rdf3A_PmEpZE6v5U-ZbcUgWSFOQhePE5KDAe5a5vaLoArcoGBUIjI_0vSdP0enIPN4iaLIPzrzwB1q7kDdTRVjaxCIhP_cLQkv5i5gOXLLkZ1tqzfBZkHw%3D%3D
红色轮播台,https://api.livednow.org/migu/713600957?sign=gAAAAABnJcJqKcv4ZvnpHJq7guH5qfK-E94Lsv-ddDybFBencH4CkKU3hJpBKKEON0HWgQsEEhV7IkEMAMMwu3_p4K3GnowXD08BhsIAr6hI2lNtPgAQSv7o2CVfcBmz4bPbL3r9Mmk0ru7YpxGyVJE2gz0Fh8dVUMCHt7kjs29pnkKlPv58KCfkHPQFiMlSVlScvsOzE6YP80E2uz9MiTJnjAGMMMKT6g%3D%3D
金色剧场,https://api.livednow.org/migu/713591450?sign=gAAAAABnJcJqoZuZ5rRYv4pGlOm67qauT9QltGRWXDa_LX_fIQ-fpbkoXusrK4uIsZO0J2wYUBZkt__GGJOlujcMBIELmH-YN_mtQidj6uIH8cMBN6-qsM30qPDfeBN24b4QuKrPbWXDh2gmOEwlV4KPfJ0TWwv8efmQDCuHvJHl_jug8JS8Fz3FlFQoQNSJJUvDj2RXRAcp7zmIacN3Ga8cddP9Avf0zw%3D%3D



//======================================================






飞哥4G,#genre#
民视台湾台,http://litv.zapi.us.kg/?d=4gtv-4gtv001
民视,http://litv.zapi.us.kg/?d=4gtv-4gtv002
民视第一台,http://litv.zapi.us.kg/?d=4gtv-4gtv003
民视综艺,http://litv.zapi.us.kg/?d=4gtv-4gtv004
猪哥亮歌厅秀,http://litv.zapi.us.kg/?d=4gtv-4gtv006
中天新闻,http://litv.zapi.us.kg/?d=4gtv-4gtv009
非凡新闻,http://litv.zapi.us.kg/?d=4gtv-4gtv010
影迷數位電影台,http://litv.zapi.us.kg/?d=4gtv-4gtv011
視納華仁紀實頻道,http://litv.zapi.us.kg/?d=4gtv-4gtv013
时尚运动X,http://litv.zapi.us.kg/?d=4gtv-4gtv014
GLOBETROTTER,http://litv.zapi.us.kg/?d=4gtv-4gtv016
amc电影台,http://litv.zapi.us.kg/?d=4gtv-4gtv017
达文西频道,http://litv.zapi.us.kg/?d=4gtv-4gtv018
八大精彩台,http://litv.zapi.us.kg/?d=4gtv-4gtv034
八大综艺台,http://litv.zapi.us.kg/?d=4gtv-4gtv039
中视,http://litv.zapi.us.kg/?d=4gtv-4gtv040
华视,http://litv.zapi.us.kg/?d=4gtv-4gtv041
公视戏剧,http://litv.zapi.us.kg/?d=4gtv-4gtv042
客家电视台,http://litv.zapi.us.kg/?d=4gtv-4gtv043
靖天卡通台,http://litv.zapi.us.kg/?d=4gtv-4gtv044
靖洋戏剧台,http://litv.zapi.us.kg/?d=4gtv-4gtv045
靖天综合台,http://litv.zapi.us.kg/?d=4gtv-4gtv046
靖天日本台,http://litv.zapi.us.kg/?d=4gtv-4gtv047
非凡商业,http://litv.zapi.us.kg/?d=4gtv-4gtv048
采昌影剧,http://litv.zapi.us.kg/?d=4gtv-4gtv049
台视新闻,http://litv.zapi.us.kg/?d=4gtv-4gtv051
华视新闻,http://litv.zapi.us.kg/?d=4gtv-4gtv052
GinxTV,http://litv.zapi.us.kg/?d=4gtv-4gtv053
靖天欢乐台,http://litv.zapi.us.kg/?d=4gtv-4gtv054
靖天映画,http://litv.zapi.us.kg/?d=4gtv-4gtv055
台视财经,http://litv.zapi.us.kg/?d=4gtv-4gtv056
靖洋卡通台,http://litv.zapi.us.kg/?d=4gtv-4gtv057
靖天戏剧台,http://litv.zapi.us.kg/?d=4gtv-4gtv058
古典音乐台,http://litv.zapi.us.kg/?d=4gtv-4gtv059
靖天电影台,http://litv.zapi.us.kg/?d=4gtv-4gtv061
靖天育乐台,http://litv.zapi.us.kg/?d=4gtv-4gtv062
靖天国际台,http://litv.zapi.us.kg/?d=4gtv-4gtv063
中视菁采,http://litv.zapi.us.kg/?d=4gtv-4gtv064
靖天资讯台,http://litv.zapi.us.kg/?d=4gtv-4gtv065
台视,http://litv.zapi.us.kg/?d=4gtv-4gtv066
tvbs精采台,http://litv.zapi.us.kg/?d=4gtv-4gtv067
tvbs欢乐台,http://litv.zapi.us.kg/?d=4gtv-4gtv068
爱尔达娱乐,http://litv.zapi.us.kg/?d=4gtv-4gtv070
tvbs新闻台,http://litv.zapi.us.kg/?d=4gtv-4gtv072
tvbs,http://litv.zapi.us.kg/?d=4gtv-4gtv073
中视新闻,http://litv.zapi.us.kg/?d=4gtv-4gtv074
镜新闻,http://litv.zapi.us.kg/?d=4gtv-4gtv075
CATCHPLAY电影台,http://litv.zapi.us.kg/?d=4gtv-4gtv076
TRACE SPORTS STARS,http://litv.zapi.us.kg/?d=4gtv-4gtv077
阿里郎,http://litv.zapi.us.kg/?d=4gtv-4gtv079
中视经典,http://litv.zapi.us.kg/?d=4gtv-4gtv080
TRACE URBAN,http://litv.zapi.us.kg/?d=4gtv-4gtv082
MEZZO LIVE,http://litv.zapi.us.kg/?d=4gtv-4gtv083
国会频道1,http://litv.zapi.us.kg/?d=4gtv-4gtv084
国会频道2,http://litv.zapi.us.kg/?d=4gtv-4gtv085
智林体育台,http://litv.zapi.us.kg/?d=4gtv-4gtv101
国际财经,http://litv.zapi.us.kg/?d=4gtv-4gtv104
第1商業台,http://litv.zapi.us.kg/?d=4gtv-4gtv109
东森新闻,http://litv.zapi.us.kg/?d=4gtv-4gtv152
东森财经新闻,http://litv.zapi.us.kg/?d=4gtv-4gtv153
民视,http://litv.zapi.us.kg/?d=4gtv-4gtv155
民视台湾台,http://litv.zapi.us.kg/?d=4gtv-4gtv156
美国之音,http://litv.zapi.us.kg/?d=litv-ftv03
民视旅游,http://litv.zapi.us.kg/?d=litv-ftv07
民视影剧,http://litv.zapi.us.kg/?d=litv-ftv09
半岛新闻,http://litv.zapi.us.kg/?d=litv-ftv10
民视新闻台,http://litv.zapi.us.kg/?d=litv-ftv13
爱放动漫,http://litv.zapi.us.kg/?d=litv-ftv15
好消息,http://litv.zapi.us.kg/?d=litv-ftv16
好消息2台,http://litv.zapi.us.kg/?d=litv-ftv17
龙华卡通,http://litv.zapi.us.kg/?d=litv-longturn01
龙华电影,http://litv.zapi.us.kg/?d=litv-longturn03
博斯魅力,http://litv.zapi.us.kg/?d=litv-longturn04
博斯高球1,http://litv.zapi.us.kg/?d=litv-longturn05
博斯高球2,http://litv.zapi.us.kg/?d=litv-longturn06
博斯运动1,http://litv.zapi.us.kg/?d=litv-longturn07
博斯运动2,http://litv.zapi.us.kg/?d=litv-longturn08
博斯网球,http://litv.zapi.us.kg/?d=litv-longturn09
博斯无限,http://litv.zapi.us.kg/?d=litv-longturn10
龙华日韩,http://litv.zapi.us.kg/?d=litv-longturn11
龙华偶像,http://litv.zapi.us.kg/?d=litv-longturn12
博斯无限2,http://litv.zapi.us.kg/?d=litv-longturn13
寰宇新闻台,http://litv.zapi.us.kg/?d=litv-longturn14
寰宇新闻台湾台,http://litv.zapi.us.kg/?d=litv-longturn15
亚洲旅游台,http://litv.zapi.us.kg/?d=litv-longturn17
龙华戏剧,http://litv.zapi.us.kg/?d=litv-longturn18
Smart知识台,http://litv.zapi.us.kg/?d=litv-longturn19
生活英语台,http://litv.zapi.us.kg/?d=litv-longturn20
龙华经典,http://litv.zapi.us.kg/?d=litv-longturn21
台湾戏剧台,http://litv.zapi.us.kg/?d=litv-longturn22

民视台湾台,http://23.224.49.16:8866/3357.php?id=4gtv-4gtv001
民视,http://23.224.49.16:8866/3357.php?id=4gtv-4gtv002
民视第一台,http://23.224.49.16:8866/3357.php?id=4gtv-4gtv003
民视综艺,http://23.224.49.16:8866/3357.php?id=4gtv-4gtv004
猪哥亮歌厅秀,http://23.224.49.16:8866/3357.php?id=4gtv-4gtv006
中天新闻,http://23.224.49.16:8866/3357.php?id=4gtv-4gtv009
非凡新闻,http://23.224.49.16:8866/3357.php?id=4gtv-4gtv010
影迷數位電影台,http://23.224.49.16:8866/3357.php?id=4gtv-4gtv011
視納華仁紀實頻道,http://23.224.49.16:8866/3357.php?id=4gtv-4gtv013
时尚运动X,http://23.224.49.16:8866/3357.php?id=4gtv-4gtv014
GLOBETROTTER,http://23.224.49.16:8866/3357.php?id=4gtv-4gtv016
amc电影台,http://23.224.49.16:8866/3357.php?id=4gtv-4gtv017
达文西频道,http://23.224.49.16:8866/3357.php?id=4gtv-4gtv018
八大精彩台,http://23.224.49.16:8866/3357.php?id=4gtv-4gtv034
八大综艺台,http://23.224.49.16:8866/3357.php?id=4gtv-4gtv039
中视,http://23.224.49.16:8866/3357.php?id=4gtv-4gtv040
华视,http://23.224.49.16:8866/3357.php?id=4gtv-4gtv041
公视戏剧,http://23.224.49.16:8866/3357.php?id=4gtv-4gtv042
客家电视台,http://23.224.49.16:8866/3357.php?id=4gtv-4gtv043
靖天卡通台,http://23.224.49.16:8866/3357.php?id=4gtv-4gtv044
靖洋戏剧台,http://23.224.49.16:8866/3357.php?id=4gtv-4gtv045
靖天综合台,http://23.224.49.16:8866/3357.php?id=4gtv-4gtv046
靖天日本台,http://23.224.49.16:8866/3357.php?id=4gtv-4gtv047
非凡商业,http://23.224.49.16:8866/3357.php?id=4gtv-4gtv048
采昌影剧,http://23.224.49.16:8866/3357.php?id=4gtv-4gtv049
台视新闻,http://23.224.49.16:8866/3357.php?id=4gtv-4gtv051
华视新闻,http://23.224.49.16:8866/3357.php?id=4gtv-4gtv052
GinxTV,http://23.224.49.16:8866/3357.php?id=4gtv-4gtv053
靖天欢乐台,http://23.224.49.16:8866/3357.php?id=4gtv-4gtv054
靖天映画,http://23.224.49.16:8866/3357.php?id=4gtv-4gtv055
台视财经,http://23.224.49.16:8866/3357.php?id=4gtv-4gtv056
靖洋卡通台,http://23.224.49.16:8866/3357.php?id=4gtv-4gtv057
靖天戏剧台,http://23.224.49.16:8866/3357.php?id=4gtv-4gtv058
古典音乐台,http://23.224.49.16:8866/3357.php?id=4gtv-4gtv059
靖天电影台,http://23.224.49.16:8866/3357.php?id=4gtv-4gtv061
靖天育乐台,http://23.224.49.16:8866/3357.php?id=4gtv-4gtv062
靖天国际台,http://23.224.49.16:8866/3357.php?id=4gtv-4gtv063
